model_name,condition,n_obs_total,n_assets,pooled_model_mean_SMAPE,equal_weight_asset_model_mean_SMAPE,pooled_CP_mean_SMAPE,equal_weight_asset_CP_mean_SMAPE,pooled_mean_advantage_vs_CP,equal_weight_asset_mean_advantage_vs_CP,pooled_median_advantage_vs_CP,equal_weight_asset_median_advantage_vs_CP,pooled_win_rate_vs_CP,equal_weight_asset_win_rate_vs_CP,pooled_mean_abs_error_model,equal_weight_asset_mean_abs_error_model,pooled_mean_abs_error_CP,equal_weight_asset_mean_abs_error_CP,pooled_mean_abs_error_advantage_vs_CP,equal_weight_asset_mean_abs_error_advantage_vs_CP,assets_positive,assets_negative
CP_REPO_FRESH,entry_with_recent_spike,43747,10,94.99398856513227,95.26764048996782,94.99398856513227,95.26764048996782,0.0,0.0,0.0,0.0,0.0,0.0,0.0008304363649765367,0.00082438172085008,0.0008304363649765367,0.00082438172085008,0.0,0.0,0,0
CP_REPO_FRESH,entry_without_recent_spike,29710,10,91.45069743088432,91.1003900671519,91.45069743088432,91.1003900671519,0.0,0.0,0.0,0.0,0.0,0.0,0.0006476522732027333,0.00065456630746402,0.0006476522732027333,0.00065456630746402,0.0,0.0,0,0
CP_REPO_FRESH,same_average_recent_front_loaded,14331,10,93.68336123788055,93.70714525852046,93.68336123788055,93.70714525852046,0.0,0.0,0.0,0.0,0.0,0.0,0.0006156989960013113,0.00061612291386322,0.0006156989960013113,0.00061612291386322,0.0,0.0,0,0
CP_REPO_FRESH,same_average_back_loaded,15559,10,115.58379315439637,110.08150215899893,115.58379315439637,110.08150215899893,0.0,0.0,0.0,0.0,0.0,0.0,0.0005277712465663854,0.00055136299368703,0.0005277712465663854,0.00055136299368703,0.0,0.0,0,0
CP_REPO_FRESH,stable_low_dispersion,68968,10,79.91610745758304,80.15405136141791,79.91610745758304,80.15405136141791,0.0,0.0,0.0,0.0,0.0,0.0,0.0006423459669195823,0.00061770203585454,0.0006423459669195823,0.00061770203585454,0.0,0.0,0,0
HAR_RV,all_observations,367248,10,102.15141709422994,102.15239520147588,100.86366051352246,100.86446932552599,-1.2877565807074727,-1.2879258759498955,-0.6040888679897153,-0.6042171980049759,0.3815759377859103,0.3815736750770131,0.0006035874743551177,0.00060355979514747,0.0005861095985985633,0.0005860814836972201,-1.7477875756574652e-05,-1.747831145027027e-05,1,9
HAR_RV,cluster_entry_loose,73457,10,92.95960192845736,92.95905101040248,93.56088920634404,93.5601466793833,0.6012872778866823,0.601095668980817,0.024554789946196615,0.02456047392535083,0.45061736798399066,0.45061948802327967,0.0007390380835994922,0.0007390233451509402,0.0007565085518804451,0.0007564891133133099,1.7470468280945156e-05,1.746576816236209e-05,9,1
HAR_RV,cluster_entry_strict,73266,10,92.90699327126455,92.89389314984145,93.51351872126948,93.50077666255066,0.6065254500049146,0.6068835127092148,0.0247297829129393,0.02469136378985297,0.451027761854066,0.45107346505260876,0.0007398002112069991,0.0007398796041565901,0.0007574764161019171,0.0007575629505833999,1.7676204894934093e-05,1.7683346426826116e-05,9,1
HAR_RV,cluster_exit_loose,73455,10,99.11339154272541,99.11468458501177,97.78270322300334,97.78394318646994,-1.3306883197220516,-1.3307413985418655,-0.2112746435541189,-0.21131779605484483,0.3969777414743721,0.3969770298163202,0.0006335651434434417,0.00063354028562613,0.0006171643472766249,0.00061714297680593,-1.640079616681823e-05,-1.639730882020132e-05,0,10
HAR_RV,cluster_exit_strict,73334,10,99.04229870183181,99.02766876986936,97.71189561215213,97.69701415215351,-1.3304030896796948,-1.3306546177158451,-0.21088391355094557,-0.2108350400597459,0.3972236616030763,0.3972569445091244,0.0006334702199738757,0.0006333996113882,0.000617143413936372,0.0006170716032702601,-1.6326806037501856e-05,-1.6328008117938058e-05,0,10
HAR_RV,inflection_points,144886,10,91.65853408138483,92.48025537067593,91.11849776564624,91.9402786618501,-0.5400363157385886,-0.5399767088258283,-0.11151042189779342,-0.10716649541713821,0.4302210013389838,0.42719104902720967,0.0006552906325372341,0.00064084758345014,0.0006529679143698079,0.00063880978092709,-2.3227181674524305e-06,-2.0378025230769345e-06,1,9
HAR_RV,high_within_block_dispersion,68970,10,120.63546405553241,123.68580734560435,119.60427233753938,122.74906256210409,-1.0311917179930232,-0.9367447835002448,-0.1733881085942088,-0.16283466571000246,0.3380745251558649,0.3313595460805038,0.0005947832577568919,0.0005804774682084399,0.0005686239436958912,0.0005551224108426,-2.6159314061009585e-05,-2.5355057365848237e-05,3,7
HAR_RV,recent_spike_position,125358,10,111.99805864962404,105.85943997885911,111.5312633098087,105.29554362902309,-0.46679533981537225,-0.5638963498360349,-0.37006888308107566,-0.40436080521726064,0.3727324941367922,0.38734596678589556,0.0006188285133109147,0.0006561170669173398,0.0006091827783179715,0.0006480729005072201,-9.645734992917386e-06,-8.044166410092784e-06,4,6
HAR_RV,older_spike_position,108871,10,99.20825817609439,100.1747684473731,97.43444156272851,98.42605014902875,-1.7738166133658597,-1.7487182983443426,-0.7198352409500484,-0.7174866875522085,0.3786315915165655,0.37595349387164584,0.0005931944034964641,0.00057894256129551,0.0005701423444708448,0.0005566876073936501,-2.3052059025634385e-05,-2.225495390187577e-05,1,9
HAR_RV,same_average_different_path,7396,10,118.13259874325489,113.08416443390452,117.37318180795138,112.21175371896967,-0.7594169353034765,-0.8724107149348557,-0.22350135914541308,-0.26670733594268015,0.3505949161709032,0.3606141012276043,0.0005596092399787517,0.00055793597363236,0.000543100371160609,0.00054156999594424,-1.6508868818125142e-05,-1.6365977688106838e-05,2,8
HAR_RV,recent_ramp_high_dispersion,24273,10,115.57984610013072,117.32140609545323,118.42814151699305,120.08678395816678,2.848295416862323,2.7653778627135415,0.32342057290663234,0.2774809878362582,0.4355456680262019,0.4281072488753148,0.0007402055176142947,0.00074346593767686,0.0007926212482415474,0.0007943646335000299,5.241573062727209e-05,5.089869582319035e-05,10,0
HAR_RV,entry_with_recent_spike,43747,10,93.63512857372484,93.92238064062795,94.99398856513227,95.26764048996782,1.358859991407434,1.345259849339871,0.09772579847490771,0.09587316697319945,0.4631403296226027,0.4620152591113267,0.0008005230126974279,0.0007949071612455,0.0008304363649765367,0.00082438172085008,2.991335227909921e-05,2.9474559604571045e-05,9,1
HAR_RV,entry_without_recent_spike,29710,10,91.9649111122165,91.6144666368449,91.45069743088432,91.1003900671519,-0.5142136813321776,-0.5140765696929778,-0.006154984775070797,-0.00626463164328035,0.4321777179400875,0.43356068958457056,0.0006485035432680373,0.00065547609558207,0.0006476522732027333,0.00065456630746402,-8.512700653101548e-07,-9.097881180558779e-07,0,10
HAR_RV,same_average_recent_front_loaded,14331,10,93.36608009279385,93.38702061483492,93.68336123788055,93.70714525852046,0.3172811450866931,0.3201246436855281,-0.025771772317649995,-0.02454407610325119,0.4456772032656479,0.445976975261931,0.0006150321949087384,0.00061537978749914,0.0006156989960013113,0.00061612291386322,6.668010925704163e-07,7.431263640774479e-07,9,1
HAR_RV,same_average_back_loaded,15559,10,116.27143838027652,110.8164600910643,115.58379315439637,110.08150215899893,-0.687645225880142,-0.7349579320653805,-0.16629718080140632,-0.18181389919431049,0.35439295584549135,0.3697311379139257,0.0005394221828316635,0.00056356341808762,0.0005277712465663854,0.00055136299368703,-1.1650936265277511e-05,-1.2200424400585955e-05,1,9
HAR_RV,stable_low_dispersion,68968,10,81.06909168254184,81.2545834866426,79.91610745758304,80.15405136141791,-1.1529842249588211,-1.1005321252246731,-0.6884953810262283,-0.6465835000099801,0.44872984572555386,0.4478646183540168,0.0006475242923247819,0.00062219455167047,0.0006423459669195823,0.00061770203585454,-5.178325405195961e-06,-4.492515815925047e-06,0,10
RAW_PM,all_observations,367248,10,101.88760919193611,101.88853111682593,100.86366051352246,100.86446932552599,-1.0239486784136425,-1.0240617912999408,-0.06532939709510183,-0.06534327538846299,0.40144262187949287,0.40144125980448664,0.0005990779687570176,0.0005990498605231799,0.0005861095985985633,0.0005860814836972201,-1.2968370158479569e-05,-1.2968376825985434e-05,1,9
RAW_PM,cluster_entry_loose,73457,10,94.03880713330504,94.0383408936548,93.56088920634404,93.5601466793833,-0.4779179269610003,-0.4781942142715085,0.120524046748985,0.12055194583388058,0.4449269640742203,0.44493114616412355,0.0007346324358854361,0.0007346177418218601,0.0007565085518804451,0.0007564891133133099,2.1876115994995088e-05,2.1871371491436023e-05,3,7
RAW_PM,cluster_entry_strict,73266,10,93.99169568813328,93.97795482134599,93.51351872126948,93.50077666255066,-0.4781769668637878,-0.4771781587953198,0.12172968133126152,0.12156440045366299,0.4452542789288347,0.44530316572818335,0.0007354681544245753,0.00073554712596844,0.0007574764161019171,0.0007575629505833999,2.2008261677356124e-05,2.201582461497435e-05,3,7
RAW_PM,cluster_exit_loose,73455,10,99.87809125609799,99.87933084808739,97.78270322300334,97.78394318646994,-2.0953880330946353,-2.095387661617468,-0.4401834770904429,-0.44027338384638465,0.3766932135320945,0.3766900518417268,0.0006583931844600772,0.0006583693104548601,0.0006171643472766249,0.00061714297680593,-4.122883718346081e-05,-4.122633364893848e-05,2,8
RAW_PM,cluster_exit_strict,73334,10,99.80773739074738,99.79360981876452,97.71189561215213,97.69701415215351,-2.0958417785952377,-2.0965956666110066,-0.4427682238547528,-0.4426325467535797,0.37691930073362967,0.3769388730847504,0.0006583379766057416,0.0006582655389604501,0.000617143413936372,0.0006170716032702601,-4.119456266936629e-05,-4.1193935690186557e-05,2,8
RAW_PM,inflection_points,144886,10,92.01016315529449,92.80822012427016,91.11849776564624,91.9402786618501,-0.8916653896482527,-0.8679414624200602,-0.022802922910939827,-0.022026963723411085,0.43068343387214775,0.42783647694401356,0.0006617560439486528,0.0006472623001797601,0.0006529679143698079,0.00063880978092709,-8.78812957885721e-06,-8.4525192526827e-06,1,9
RAW_PM,high_within_block_dispersion,68970,10,122.32504139681929,125.36182555062399,119.60427233753938,122.74906256210409,-2.7207690592799065,-2.612762988519903,-0.6074844973150234,-0.5705441956335024,0.3168769030013049,0.3102725410267976,0.0006055941431937838,0.00058939308246757,0.0005686239436958912,0.0005551224108426,-3.697019949790083e-05,-3.427067162497932e-05,2,8
RAW_PM,recent_spike_position,125358,10,111.83579349828955,105.60168824859306,111.5312633098087,105.29554362902309,-0.3045301884808665,-0.3061446195699967,0.043054591463762226,0.04685691160451766,0.4019288756999952,0.42049629999841337,0.000598699531015989,0.0006362266114978399,0.0006091827783179715,0.0006480729005072201,1.0483247301997134e-05,1.1846289009390299e-05,1,9
RAW_PM,older_spike_position,108871,10,98.88075369226313,99.83910501989574,97.43444156272851,98.42605014902875,-1.4463121295346222,-1.413054870866992,-0.23009305236684388,-0.23018905529571895,0.3916286247026297,0.38885438806882555,0.0005976952275542093,0.0005835464347519199,0.0005701423444708448,0.0005566876073936501,-2.7552883083377883e-05,-2.6858827358284432e-05,3,7
RAW_PM,same_average_different_path,7396,10,120.17262642948768,115.3543827299383,117.37318180795138,112.21175371896967,-2.7994446215363085,-3.1426290109685975,-1.0007324069433186,-1.1973017499712817,0.30773391022174146,0.31269681149164313,0.0005845210942294563,0.00058642709030527,0.000543100371160609,0.00054156999594424,-4.142072306882474e-05,-4.4857094361009235e-05,0,10
RAW_PM,recent_ramp_high_dispersion,24273,10,117.67632376692373,119.37012239313393,118.42814151699305,120.08678395816678,0.7518177500693398,0.7166615650328308,0.24309375073910394,0.2118438079198981,0.41350471717546244,0.4062415136357836,0.000724253460633187,0.0007256685894215899,0.0007926212482415474,0.0007943646335000299,6.836778760838557e-05,6.869604407846642e-05,7,3
RAW_PM,entry_with_recent_spike,43747,10,94.95982795924274,95.26265486584388,94.99398856513227,95.26764048996782,0.034160605889533936,0.004985624123939947,0.5334029397657448,0.52319563351937,0.4632089057535374,0.4615685784635354,0.000782464268814605,0.00077669684454896,0.0008304363649765367,0.00082438172085008,4.7972096161916016e-05,4.768487630110476e-05,5,5
RAW_PM,entry_without_recent_spike,29710,10,92.68263419246709,92.34673856024138,91.45069743088432,91.1003900671519,-1.2319367615827548,-1.2463484930894606,-0.14190532643856169,-0.1467967420762502,0.4180074049141703,0.4190777933727384,0.0006642016316056716,0.0006714516415959602,0.0006476522732027333,0.00065456630746402,-1.6549358402927843e-05,-1.6885334131928718e-05,0,10
RAW_PM,same_average_recent_front_loaded,14331,10,94.511956160173,94.55063923487538,93.68336123788055,93.70714525852046,-0.8285949222924831,-0.8434939763549247,0.04790215250006277,0.04613479485741933,0.43388458586281486,0.4331964329160495,0.0006163157527663414,0.0006166571774536301,0.0006156989960013113,0.00061612291386322,-6.167567650399418e-07,-5.342635904200897e-07,2,8
RAW_PM,same_average_back_loaded,15559,10,117.06711671122595,111.65791680704095,115.58379315439637,110.08150215899893,-1.4833235568295504,-1.5764146480420353,-0.35062410894688123,-0.3751123535643984,0.32444244488720353,0.3383488907911231,0.0005609353775688308,0.00058475491191497,0.0005277712465663854,0.00055136299368703,-3.3164131002434266e-05,-3.339191822792882e-05,2,8
RAW_PM,stable_low_dispersion,68968,10,80.02198356586989,80.24381793642651,79.91610745758304,80.15405136141791,-0.10587610828687646,-0.0897665750086005,0.022101078311293543,0.02136109069496362,0.4850800371186637,0.48211564687744934,0.0006388343993464314,0.00061434328976905,0.0006423459669195823,0.00061770203585454,3.5115675731679586e-06,3.3587460855061965e-06,5,5
RAW_CP_REPO_PLUS_PM,all_observations,367248,10,101.079028874464,101.0796939686444,100.86366051352246,100.86446932552599,-0.2153683609415303,-0.21522464311841003,0.0,0.0,0.4075638260793796,0.4075672226884133,0.00058500369949359,0.00058497582191695,0.0005861095985985633,0.0005860814836972201,1.1058991049526912e-06,1.105661780249284e-06,2,8
RAW_CP_REPO_PLUS_PM,cluster_entry_loose,73457,10,93.31457387458951,93.3137915007626,93.56088920634404,93.5601466793833,0.2463153317545224,0.24635517862068604,0.01440079082489909,0.014404124341293742,0.44993669765985544,0.44994460978982254,0.0007449778910768067,0.00074496090932373,0.0007565085518804451,0.0007564891133133099,1.1530660803631377e-05,1.152820398957298e-05,9,1
RAW_CP_REPO_PLUS_PM,cluster_entry_strict,73266,10,93.26916001004516,93.256300917185,93.51351872126948,93.50077666255066,0.24435871122431305,0.2444757453656527,0.014227412635447651,0.014205309541410572,0.4500450413561543,0.4500820213538793,0.0007459601270683831,0.00074604588789144,0.0007574764161019171,0.0007575629505833999,1.1516289033571284e-05,1.1517062691997286e-05,9,1
RAW_CP_REPO_PLUS_PM,cluster_exit_loose,73455,10,98.58050764276112,98.58143289073786,97.78270322300334,97.78394318646994,-0.7978044197577674,-0.7974897042679436,-0.14318592330692023,-0.14321516879779175,0.3834592607719012,0.3834654466941462,0.0006264172349992492,0.0006263920172966,0.0006171643472766249,0.00061714297680593,-9.252887722653943e-06,-9.249040490699571e-06,0,10
RAW_CP_REPO_PLUS_PM,cluster_exit_strict,73334,10,98.51367149264962,98.49850382472071,97.71189561215213,97.69701415215351,-0.8017758804975048,-0.801489672567187,-0.1444580535338954,-0.14442928858438772,0.38351924073417515,0.3835628190737767,0.00062642862477132,0.00062635265448203,0.000617143413936372,0.0006170716032702601,-9.285210834955195e-06,-9.28105121177718e-06,0,10
RAW_CP_REPO_PLUS_PM,inflection_points,144886,10,91.4109794041127,92.22981407745097,91.11849776564624,91.9402786618501,-0.2924816384664562,-0.2895354156008635,-0.015695521851825885,-0.01516141995482129,0.42733597449028893,0.42435643106023485,0.0006530247672659325,0.00063891030800167,0.0006529679143698079,0.00063880978092709,-5.685289615984399e-08,-1.0052707461554176e-07,0,10
RAW_CP_REPO_PLUS_PM,high_within_block_dispersion,68970,10,119.56280363348824,122.68816549477364,119.60427233753938,122.74906256210409,0.041468704051139206,0.060897067330445864,0.0005309837180800861,0.0004986648561544599,0.38802377845440045,0.37779726827443955,0.0005536416762192982,0.00054111073619612,0.0005686239436958912,0.0005551224108426,1.4982267476584952e-05,1.401167464647312e-05,6,4
RAW_CP_REPO_PLUS_PM,recent_spike_position,125358,10,111.30796010983143,105.0577600720816,111.5312633098087,105.29554362902309,0.22330319997726156,0.23778355694149225,0.0637987673702137,0.06940503343329121,0.40396304982530035,0.423995376434197,0.0005993532312267203,0.0006371485046250899,0.0006091827783179715,0.0006480729005072201,9.829547091264378e-06,1.092439588214004e-05,8,2
RAW_CP_REPO_PLUS_PM,older_spike_position,108871,10,97.89213831386161,98.8764104218088,97.43444156272851,98.42605014902875,-0.45769675113309993,-0.4503602727800568,-0.009558545188949698,-0.00956302493352456,0.40210891789365394,0.39919941081689936,0.0005737118049428894,0.0005601413976339699,0.0005701423444708448,0.0005566876073936501,-3.5694604720580464e-06,-3.4537902403346e-06,0,10
RAW_CP_REPO_PLUS_PM,same_average_different_path,7396,10,117.4390065676748,112.33064195016831,117.37318180795138,112.21175371896967,-0.06582475972340766,-0.11888823119865422,-0.04590859123646671,-0.06195984320892478,0.3656030286641428,0.379474461443836,0.0005436743351816797,0.0005425348143406,0.000543100371160609,0.00054156999594424,-5.739640210556999e-07,-9.648183963513386e-07,3,7
RAW_CP_REPO_PLUS_PM,recent_ramp_high_dispersion,24273,10,117.22843461376766,118.93082997304757,118.42814151699305,120.08678395816678,1.1997069032253969,1.1559539851191947,0.23843900251343442,0.21052491610615293,0.44345569150908415,0.4353066114216001,0.0007541113731805043,0.00075697035742615,0.0007926212482415474,0.0007943646335000299,3.850987506107359e-05,3.739427607391139e-05,9,1
RAW_CP_REPO_PLUS_PM,entry_with_recent_spike,43747,10,94.32617048686947,94.60080574938974,94.99398856513227,95.26764048996782,0.6678180782627964,0.6668347405780817,0.14685192326476387,0.14419384353728085,0.46867213751800124,0.4675334402922422,0.0008079924598898541,0.00080228511661719,0.0008304363649765367,0.00082438172085008,2.244390508668046e-05,2.2096604232888116e-05,9,1
RAW_CP_REPO_PLUS_PM,entry_without_recent_spike,29710,10,91.8250310608093,91.48222410908113,91.45069743088432,91.1003900671519,-0.3743336299249611,-0.3818340419292179,-0.05472647516232871,-0.0563933568160344,0.42234937731403566,0.4233535278317122,0.0006521910064633904,0.00065917796780276,0.0006476522732027333,0.00065456630746402,-4.5387332606751854e-06,-4.611660338758082e-06,0,10
RAW_CP_REPO_PLUS_PM,same_average_recent_front_loaded,14331,10,93.82982044361822,93.85296901091132,93.68336123788055,93.70714525852046,-0.14645920573768265,-0.14582375239089346,0.0,0.0,0.43241923103761076,0.4324231610647932,0.000614323394647254,0.00061482490933724,0.0006156989960013113,0.00061612291386322,1.3756013540467558e-06,1.298004525968778e-06,3,7
RAW_CP_REPO_PLUS_PM,same_average_back_loaded,15559,10,116.06177420890845,110.62138737890862,115.58379315439637,110.08150215899893,-0.4779810545120557,-0.5398852199096922,-0.09984676636171519,-0.10872999432995245,0.3418600167105855,0.3562168538087178,0.0005329293202223706,0.00055737201502458,0.0005277712465663854,0.00055136299368703,-5.158073655981265e-06,-6.00902133754012e-06,1,9
RAW_CP_REPO_PLUS_PM,stable_low_dispersion,68968,10,80.5996042600801,80.81652408013349,79.91610745758304,80.15405136141791,-0.6834968024970709,-0.6624727187155763,-0.28518481300721854,-0.2681023577788448,0.42031086880872287,0.41968673881488466,0.0006521999716485404,0.0006270028872521399,0.0006423459669195823,0.00061770203585454,-9.854004728931057e-06,-9.300851397571462e-06,0,10
CP_REPO_OPS_R,all_observations,367248,10,108.81518148440091,108.8153385944435,100.86366051352246,100.86446932552599,-7.9627724357564755,-7.962116584263455,-0.11747889152154392,-0.11750384822699012,0.3636697817278787,0.363676105027867,0.0029810092040504356,0.00298099640281076,0.0005861095985985633,0.0005860814836972201,-0.0023948996054518512,-0.0023949149191135203,0,10
CP_REPO_OPS_R,cluster_entry_loose,73457,10,102.59832020875112,102.5972352707964,93.56088920634404,93.5601466793833,-9.046897747115862,-9.046551322506906,-0.1960092809178459,-0.19605465343657685,0.3824686551315736,0.38247690049450017,0.0028635599784357707,0.0028631612922406097,0.0007565085518804451,0.0007564891133133099,-0.0021070514265552755,-0.0021066721789272497,0,10
CP_REPO_OPS_R,cluster_entry_strict,73266,10,102.56051680735779,102.55057956923982,93.51351872126948,93.50077666255066,-9.05649020308274,-9.059284047225677,-0.19726722814672448,-0.19721522720019607,0.3825239538121366,0.3825446338140531,0.00286966181777581,0.0028700161258692894,0.0007574764161019171,0.0007575629505833999,-0.0021121854016738235,-0.00211245317528582,0,10
CP_REPO_OPS_R,cluster_exit_loose,73455,10,106.30229616337327,106.30275168830796,97.78270322300334,97.78394318646994,-8.539138747135482,-8.538355294866408,-0.22898478369289868,-0.22903155346080978,0.3590089170240283,0.35901468856329044,0.0019940288054538994,0.00199387829937634,0.0006171643472766249,0.00061714297680593,-0.0013768644581772073,-0.0013767353225703424,0,10
CP_REPO_OPS_R,cluster_exit_strict,73334,10,106.23031512700491,106.2200717533024,97.71189561215213,97.69701415215351,-8.538017012198834,-8.54266784789706,-0.231164840986942,-0.2313349299969268,0.35920582540158724,0.359219678483049,0.0019957278423883423,0.0019963935982560696,0.000617143413936372,0.0006170716032702601,-0.0013785844284518929,-0.0013793219949857325,0,10
CP_REPO_OPS_R,inflection_points,144886,10,99.63804044577054,100.31584742572275,91.11849776564624,91.9402786618501,-8.533966866887623,-8.390017221437038,-0.17522921373038125,-0.16781393613267115,0.38339107988349463,0.38087877794850494,0.004437644982269523,0.004296159766627471,0.0006529679143698079,0.00063880978092709,-0.0037846770678997095,-0.0036573499857003775,0,10
CP_REPO_OPS_R,high_within_block_dispersion,68970,10,127.91841196302701,130.72767718887056,119.60427233753938,122.74906256210409,-8.338086902426852,-8.001990569707697,-0.1416494684128035,-0.13302783001676274,0.3168914020588661,0.3087803360196012,0.002731350508509033,0.00261369475921397,0.0005686239436958912,0.0005551224108426,-0.0021627265648130906,-0.00205857234837132,0,10
CP_REPO_OPS_R,recent_spike_position,125358,10,118.83375990972547,113.11446922460478,111.5312633098087,105.29554362902309,-7.307118381766713,-7.823653090055885,-0.07350436867411926,-0.0800527974637756,0.3483782447071587,0.3647838740624148,0.005099159032905565,0.00552396762282754,0.0006091827783179715,0.0006480729005072201,-0.0044899762545875565,-0.004875894722320281,0,10
CP_REPO_OPS_R,older_spike_position,108871,10,105.26435454241576,106.20944300547444,97.43444156272851,98.42605014902875,-7.846530776764176,-7.800368717638529,-0.15736618938852628,-0.15779304101501027,0.3623095222786601,0.35920446280487683,0.0017997953848840331,0.00176954759913364,0.0005701423444708448,0.0005566876073936501,-0.0012296530404131744,-0.001212859991739978,0,10
CP_REPO_OPS_R,same_average_different_path,7396,10,124.33287909735145,119.773857218641,117.37318180795138,112.21175371896967,-6.964881813007708,-7.5650040092479,-0.07100370507088986,-0.09359946933146165,0.3211195240670633,0.33142374211981374,0.0013657365493045907,0.0016774767925925999,0.000543100371160609,0.00054156999594424,-0.0008226361781439258,-0.001135906796648306,0,10
CP_REPO_OPS_R,recent_ramp_high_dispersion,24273,10,127.62345478668324,128.94749179484603,118.42814151699305,120.08678395816678,-9.214096285703357,-8.878276426190016,-0.16329622100317595,-0.14217775509471797,0.32892514316318544,0.3245765395244793,0.004791105889948522,0.00447363913448085,0.0007926212482415474,0.0007943646335000299,-0.003998484641706894,-0.00367927450098074,0,10
CP_REPO_OPS_R,entry_with_recent_spike,43747,10,104.08261633426241,104.30322064548425,94.99398856513227,95.26764048996782,-9.095493919606003,-9.0424659544282,-0.13108446931357262,-0.12888487972278959,0.39220975152581894,0.3914247899455302,0.0036196045282545965,0.0035696134155640594,0.0008304363649765367,0.00082438172085008,-0.00278916816327801,-0.0027452316947139304,0,10
CP_REPO_OPS_R,entry_without_recent_spike,29710,10,100.41258448047513,100.14029584936334,91.45069743088432,91.1003900671519,-8.97531421785395,-9.053244383497741,-0.32679483732849685,-0.33525024496415323,0.36812521036687984,0.3687411188493811,0.0017503091901179095,0.00177684642479748,0.0006476522732027333,0.00065456630746402,-0.001102656916915117,-0.0011222801173334002,0,10
CP_REPO_OPS_R,same_average_recent_front_loaded,14331,10,101.6882449126569,101.68264377951462,93.68336123788055,93.70714525852046,-8.004883674776382,-7.975498520994163,-0.11756278440808896,-0.11467353220250294,0.3851789826250785,0.3849947699130007,0.0012642479861353344,0.0012702738724955599,0.0006156989960013113,0.00061612291386322,-0.0006485489901339853,-0.0006541509586323025,0,10
