,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,optionType,RSI,UpperBand,MiddleBand,LowerBand
24,AAPL240802C00217500,2024-07-31 19:59:43+00:00,217.5,7.4,6.65,7.5,2.0,37.037037,1892.0,4892.0,0.5551802294921876,1.0,REGULAR,USD,C,0.0,16.494463032454416,11.107999999999997,5.721536967545577
25,AAPL240802C00220000,2024-07-31 19:59:35+00:00,220.0,5.9,5.6,5.9,1.75,42.168674,9705.0,24654.0,0.5798381860351562,1.0,REGULAR,USD,C,0.0,14.619279708223814,9.343999999999998,4.068720291776182
26,AAPL240802C00222500,2024-07-31 19:59:54+00:00,222.5,4.4,4.3,4.5,1.3700001,45.214527,14021.0,7505.0,0.5730023168945313,0.0,REGULAR,USD,C,0.0,12.215357742117412,7.553999999999997,2.8926422578825814
27,AAPL240802C00225000,2024-07-31 19:59:54+00:00,225.0,3.25,3.2,3.45,1.0799999,49.76958,17666.0,14816.0,0.5739788696289063,0.0,REGULAR,USD,C,0.0,10.09774877518062,5.989999999999997,1.882251224819374
28,AAPL240802C00227500,2024-07-31 19:59:38+00:00,227.5,2.32,2.22,2.39,0.81999993,54.66666,9110.0,9277.0,0.5542036767578126,0.0,REGULAR,USD,C,0.0,8.295573286369212,4.653999999999996,1.0124267136307803
29,AAPL240802C00230000,2024-07-31 19:59:57+00:00,230.0,1.55,1.51,1.59,0.5799999,59.793804,23512.0,34693.0,0.5417526293945314,0.0,REGULAR,USD,C,0.0,6.559856953760665,3.483999999999996,0.4081430462393265
30,AAPL240802C00232500,2024-07-31 19:59:47+00:00,232.5,1.06,0.95,1.01,0.44999993,73.77048,6596.0,7461.0,0.5278367529296876,0.0,REGULAR,USD,C,0.0,4.912617616558348,2.515999999999996,0.11938238344164365
31,AAPL240802C00235000,2024-07-31 19:59:55+00:00,235.0,0.61,0.61,0.72,0.22000003,56.410267,13955.0,24610.0,0.5346726220703125,0.0,REGULAR,USD,C,0.0,3.632092847219101,1.757999999999996,-0.11609284721910895
32,AAPL240802C00237500,2024-07-31 19:59:53+00:00,237.5,0.39,0.36,0.46,0.15999998,69.56521,7625.0,4061.0,0.5307664111328125,0.0,REGULAR,USD,C,0.0,2.571559814658964,1.185999999999996,-0.19955981465897188
33,AAPL240802C00240000,2024-07-31 19:59:53+00:00,240.0,0.23,0.21,0.25,0.08,53.333332,8200.0,12690.0,0.5214891601562499,0.0,REGULAR,USD,C,0.0,1.728866275814576,0.7679999999999959,-0.19286627581458438
34,AAPL240802C00242500,2024-07-31 19:58:52+00:00,242.5,0.15,0.12,0.15,0.060000002,66.666664,2578.0,4840.0,0.5214891601562499,0.0,REGULAR,USD,C,0.0,1.140674497738165,0.4879999999999959,-0.16467449773817333
35,AAPL240802C00245000,2024-07-31 19:59:24+00:00,245.0,0.08,0.08,0.09,0.029999997,59.999996,6530.0,31680.0,0.5312546875,0.0,REGULAR,USD,C,0.0,0.6711358595513772,0.29199999999999593,-0.08713585955138531
36,AAPL240802C00247500,2024-07-31 19:59:10+00:00,247.5,0.06,0.04,0.07,0.009999998,19.999994,1506.0,2815.0,0.5410202148437502,0.0,REGULAR,USD,C,0.0,0.4217999165924775,0.1819999999999959,-0.057799916592485706
37,AAPL240802C00250000,2024-07-31 19:59:19+00:00,250.0,0.04,0.03,0.04,0.01,33.333336,6246.0,15898.0,0.5507857421875001,0.0,REGULAR,USD,C,0.0,0.25137001111343016,0.11199999999999591,-0.027370011113438314
38,AAPL240802C00252500,2024-07-31 19:55:53+00:00,252.5,0.03,0.02,0.03,0.01,50.0,231.0,2997.0,0.570316796875,0.0,REGULAR,USD,C,0.0,0.15722910299749004,0.07199999999999591,-0.013229102997498215
39,AAPL240802C00255000,2024-07-31 19:53:51+00:00,255.0,0.02,0.01,0.02,0.01,100.0,735.0,2024.0,0.570316796875,0.0,REGULAR,USD,C,0.0,0.0890813184310353,0.04599999999999591,0.002918681568956527
40,AAPL240802C00257500,2024-07-31 17:23:31+00:00,257.5,0.01,0.01,0.02,0.0,0.0,534.0,599.0,0.6093789062500001,0.0,REGULAR,USD,C,0.0,0.06640930103556125,0.03199999999999591,-0.002409301035569432
41,AAPL240802C00260000,2024-07-31 17:32:14+00:00,260.0,0.01,0.0,0.01,0.0,0.0,265.0,3928.0,0.57812921875,0.0,REGULAR,USD,C,0.0,0.04532380753126811,0.021999999999995908,-0.00132380753127629
42,AAPL240802C00265000,2024-07-31 15:36:23+00:00,265.0,0.01,0.0,0.01,0.0,0.0,27.0,1236.0,0.64062859375,0.0,REGULAR,USD,C,0.0,0.03199999992985944,0.01599999999999591,7.013238254027776e-11
43,AAPL240802C00270000,2024-07-31 15:33:36+00:00,270.0,0.01,0.0,0.01,0.0,0.0,30.0,1751.0,0.70312796875,0.0,REGULAR,USD,C,0.0,0.0199999998597148,0.01199999999999591,0.004000000140277019
44,AAPL240802C00275000,2024-07-29 18:38:45+00:00,275.0,0.01,0.0,0.01,0.0,0.0,18.0,1020.0,0.7656273437500001,0.0,REGULAR,USD,C,0.0,0.009999999999995911,0.009999999999995911,0.009999999999995911
45,AAPL240802C00280000,2024-07-31 19:16:51+00:00,280.0,0.01,0.0,0.01,0.0,0.0,2.0,20986.0,0.8125018749999999,0.0,REGULAR,USD,C,0.0,0.009999999999995911,0.009999999999995911,0.009999999999995911
46,AAPL240802C00285000,2024-07-31 14:30:39+00:00,285.0,0.01,0.0,0.01,0.0,0.0,20.0,1650.0,0.87500125,0.0,REGULAR,USD,C,0.0,0.009999999999995911,0.009999999999995911,0.009999999999995911
47,AAPL240802C00290000,2024-07-31 14:24:41+00:00,290.0,0.01,0.0,0.01,0.0,0.0,2.0,425.0,0.937500625,0.0,REGULAR,USD,C,0.0,0.009999999999995911,0.009999999999995911,0.009999999999995911
48,AAPL240802C00295000,2024-07-31 13:30:01+00:00,295.0,0.01,0.0,0.01,0.0,0.0,8.0,549.0,0.98437515625,0.0,REGULAR,USD,C,0.0,0.009999999999995911,0.009999999999995911,0.009999999999995911
49,AAPL240802C00300000,2024-07-31 16:03:21+00:00,300.0,0.01,0.0,0.01,0.0,0.0,2.0,890.0,1.0312548437500002,0.0,REGULAR,USD,C,0.0,0.009999999999995911,0.009999999999995911,0.009999999999995911
50,AAPL240802P00100000,2024-06-17 13:30:57+00:00,100.0,0.02,0.0,0.07,0.0,0.0,,1.0,3.1718770703125,0.0,REGULAR,USD,P,0.10032139254056234,0.01999999985971479,0.011999999999995912,0.004000000140277035
51,AAPL240802P00105000,2024-07-24 13:45:46+00:00,105.0,0.01,0.0,0.01,0.0,0.0,1.0,1.0,2.50000375,0.0,REGULAR,USD,P,0.1002131238621672,0.01999999985971479,0.011999999999995912,0.004000000140277035
52,AAPL240802P00110000,2024-07-25 14:08:39+00:00,110.0,0.01,0.0,0.01,0.0,0.0,1.0,1.0,2.3750040624999995,0.0,REGULAR,USD,P,0.10021312386216721,0.01999999985971479,0.011999999999995912,0.004000000140277035
53,AAPL240802P00115000,2024-07-30 17:00:53+00:00,115.0,0.01,0.0,0.01,0.0,0.0,120.0,670.0,2.2500043749999996,0.0,REGULAR,USD,P,0.10021312386216721,0.01999999985971479,0.011999999999995912,0.004000000140277035
54,AAPL240802P00120000,2024-07-30 15:03:46+00:00,120.0,0.01,0.0,0.01,0.0,0.0,9.0,17.0,2.1250046874999997,0.0,REGULAR,USD,P,0.10021312386216724,0.01999999985971479,0.011999999999995912,0.004000000140277035
55,AAPL240802P00125000,2024-07-17 13:48:00+00:00,125.0,0.01,0.0,0.01,0.0,0.0,,2.0,1.9375003125,0.0,REGULAR,USD,P,0.10021312386216721,0.009999999999995911,0.009999999999995911,0.009999999999995911
56,AAPL240802P00130000,2024-07-31 19:13:13+00:00,130.0,0.01,0.0,0.01,0.0,0.0,5.0,103.0,1.8125009374999999,0.0,REGULAR,USD,P,0.10021312386216721,0.009999999999995911,0.009999999999995911,0.009999999999995911
57,AAPL240802P00135000,2024-07-25 13:30:03+00:00,135.0,0.02,0.0,0.01,0.0,0.0,1.0,372.0,1.6875015625,0.0,REGULAR,USD,P,0.2681134030846156,0.01999999985971479,0.011999999999995912,0.004000000140277035
58,AAPL240802P00140000,2024-07-29 13:30:01+00:00,140.0,0.02,0.0,0.01,0.0,0.0,5.0,60.0,1.5937520312499998,0.0,REGULAR,USD,P,0.2681134030846156,0.02379795885659291,0.01399999999999591,0.004202041143398913
59,AAPL240802P00145000,2024-07-31 14:37:29+00:00,145.0,0.01,0.0,0.01,0.0,0.0,1.0,33.0,1.5000025,0.0,REGULAR,USD,P,0.2675918133373965,0.02379795885659291,0.01399999999999591,0.004202041143398913
60,AAPL240802P00150000,2024-07-31 13:36:19+00:00,150.0,0.01,0.0,0.01,0.0,0.0,2.0,111.0,1.3750031249999999,0.0,REGULAR,USD,P,0.26759181333739657,0.02379795885659291,0.01399999999999591,0.004202041143398913
61,AAPL240802P00155000,2024-07-29 18:36:15+00:00,155.0,0.01,0.0,0.03,0.0,0.0,506.0,575.0,1.3906280468749999,0.0,REGULAR,USD,P,0.2675918133373965,0.02379795885659291,0.01399999999999591,0.004202041143398913
62,AAPL240802P00160000,2024-07-30 19:21:49+00:00,160.0,0.01,0.0,0.01,0.0,0.0,3.0,711.0,1.15625421875,0.0,REGULAR,USD,P,0.26759181333739657,0.0199999998597148,0.01199999999999591,0.004000000140277019
63,AAPL240802P00165000,2024-07-31 15:20:38+00:00,165.0,0.01,0.0,0.04,0.0,0.0,3.0,2307.0,1.203128984375,0.0,REGULAR,USD,P,0.26759181333739657,0.009999999999995911,0.009999999999995911,0.009999999999995911
64,AAPL240802P00170000,2024-07-31 17:26:29+00:00,170.0,0.01,0.0,0.02,-0.02,-66.66667,9.0,1848.0,1.015629921875,0.0,REGULAR,USD,P,0.26759181333739657,0.009999999999995911,0.009999999999995911,0.009999999999995911
65,AAPL240802P00175000,2024-07-31 19:30:26+00:00,175.0,0.01,0.01,0.02,-0.02,-66.66667,302.0,1446.0,0.9531254687499999,0.0,REGULAR,USD,P,0.26759181333739657,0.009999999999995911,0.009999999999995911,0.009999999999995911
66,AAPL240802P00180000,2024-07-31 19:23:23+00:00,180.0,0.03,0.02,0.04,-0.01,-25.0,334.0,3527.0,0.914063359375,0.0,REGULAR,USD,P,0.9152414935317984,0.0299999999298574,0.01399999999999591,-0.001999999929865581
67,AAPL240802P00185000,2024-07-31 19:56:11+00:00,185.0,0.03,0.03,0.04,-0.020000001,-40.000004,2751.0,1904.0,0.8203142968749999,0.0,REGULAR,USD,P,0.9152414935317984,0.03759591788499683,0.017999999999995908,-0.0015959178850050125
68,AAPL240802P00190000,2024-07-31 19:55:15+00:00,190.0,0.07,0.05,0.07,-0.030000001,-30.0,1194.0,1994.0,0.7656273437500001,0.0,REGULAR,USD,P,2.3855795299537346,0.07381780457480422,0.02999999999999591,-0.013817804574812406
69,AAPL240802P00195000,2024-07-31 19:56:16+00:00,195.0,0.1,0.09,0.1,-0.04,-28.571428,1532.0,2163.0,0.6972686523437501,0.0,REGULAR,USD,P,3.5416810511201082,0.11299230721982527,0.04799999999999591,-0.016992307219833455
70,AAPL240802P00197500,2024-07-31 19:50:12+00:00,197.5,0.13,0.11,0.14,-0.08,-38.095238,464.0,3283.0,0.6660189648437502,0.0,REGULAR,USD,P,4.756473663866054,0.15038367175475276,0.07199999999999591,-0.006383671754760914
71,AAPL240802P00200000,2024-07-31 19:59:16+00:00,200.0,0.17,0.17,0.18,-0.14,-45.16129,3712.0,11803.0,0.641605146484375,0.0,REGULAR,USD,P,6.448230269450171,0.19633275661869953,0.09999999999999591,0.00366724338129229
72,AAPL240802P00202500,2024-07-31 19:58:34+00:00,202.5,0.25,0.23,0.27,-0.18,-41.860466,2853.0,1835.0,0.6201209863281252,0.0,REGULAR,USD,P,9.895410617836475,0.2689639948055391,0.1439999999999959,0.01903600519445267
73,AAPL240802P00205000,2024-07-31 19:59:55+00:00,205.0,0.36,0.34,0.5,-0.32,-47.058823,14830.0,15005.0,0.6210975390625001,0.0,REGULAR,USD,P,14.55742600389763,0.38936061485210877,0.20199999999999588,0.014639385147882988
74,AAPL240802P00207500,2024-07-31 19:59:46+00:00,207.5,0.56,0.51,0.6,-0.46999997,-45.631065,5449.0,6134.0,0.5893595751953126,0.0,REGULAR,USD,P,22.41726861852117,0.6029595442736189,0.2939999999999959,-0.014959544273627168
75,AAPL240802P00210000,2024-07-31 19:59:50+00:00,210.0,0.83,0.82,0.85,-0.67,-44.666668,16241.0,13191.0,0.5795940478515625,0.0,REGULAR,USD,P,31.569141272791835,0.908737822379643,0.4339999999999959,-0.04073782237965112
76,AAPL240802P00212500,2024-07-31 19:59:27+00:00,212.5,1.19,1.2,1.35,-0.96000004,-44.65116,6213.0,6098.0,0.5786174951171875,0.0,REGULAR,USD,P,41.48119743085603,1.3165160278119967,0.6379999999999959,-0.04051602781200481
77,AAPL240802P00215000,2024-07-31 19:59:57+00:00,215.0,1.83,1.76,1.9,-1.17,-38.999996,13913.0,10769.0,0.5712933496093751,0.0,REGULAR,USD,P,54.18609645547606,1.9918901675985652,0.953999999999996,-0.08389016759857326
78,AAPL240802P00217500,2024-07-31 19:59:51+00:00,217.5,2.55,2.44,2.71,-1.4000001,-35.443043,7260.0,4054.0,0.5659223095703125,0.0,REGULAR,USD,P,63.727121117615816,2.8291304742429575,1.391999999999996,-0.04513047424296568
79,AAPL240802P00220000,2024-07-31 19:59:52+00:00,220.0,3.45,3.45,3.65,-1.8,-34.285713,10750.0,8787.0,0.5647016186523439,0.0,REGULAR,USD,P,71.6694436697301,3.8577287940797547,1.969999999999996,0.08227120592023707
80,AAPL240802P00222500,2024-07-31 19:59:44+00:00,222.5,4.6,4.5,4.75,-1.5999999,-25.80645,12199.0,3131.0,0.5488326367187502,1.0,REGULAR,USD,P,78.22910934831803,5.128848435972177,2.7239999999999958,0.3191515640278144
81,AAPL240802P00225000,2024-07-31 19:56:33+00:00,225.0,5.96,5.7,6.1,-1.6399999,-21.578945,1718.0,8510.0,0.5297898583984376,1.0,REGULAR,USD,P,83.1870054930699,6.616990302807725,3.677999999999996,0.7390096971922664
82,AAPL240802P00227500,2024-07-31 19:59:35+00:00,227.5,7.48,7.25,9.65,-2.6699996,-26.305416,806.0,2629.0,0.6525913647460939,1.0,REGULAR,USD,P,86.80403300602833,8.323984072773634,4.807999999999996,1.2920159272263585
83,AAPL240802P00230000,2024-07-31 19:59:41+00:00,230.0,9.2,9.0,10.0,-2.4499998,-21.030043,2553.0,7566.0,0.5463912548828126,1.0,REGULAR,USD,P,89.54498257242398,10.217145008454331,6.137999999999996,2.0588549915456618
84,AAPL240802P00232500,2024-07-31 19:58:57+00:00,232.5,11.15,11.0,12.6,-2.2400007,-16.728907,207.0,709.0,0.6005899316406251,1.0,REGULAR,USD,P,91.66001076933084,12.311450550075831,7.6779999999999955,3.04454944992416
85,AAPL240802P00235000,2024-07-31 19:49:30+00:00,235.0,12.97,13.1,13.9,-2.7199993,-17.335878,1190.0,2035.0,0.5136767382812499,1.0,REGULAR,USD,P,93.0692725693374,14.360463237361149,9.351999999999995,4.343536762638841
86,AAPL240802P00237500,2024-07-31 19:51:20+00:00,237.5,15.5,15.35,16.25,-4.459999,-22.344687,37.0,210.0,0.5214891601562499,1.0,REGULAR,USD,P,94.46853757574576,16.877529706196338,11.259999999999994,5.642470293803652
87,AAPL240802P00240000,2024-07-31 19:51:20+00:00,240.0,17.5,17.6,18.6,-3.6100006,-17.100903,14.0,113.0,0.6728548339843752,1.0,REGULAR,USD,P,95.27982287664834,19.197964610612225,13.263999999999996,7.330035389387768
88,AAPL240802P00242500,2024-07-31 18:47:14+00:00,242.5,19.7,20.05,21.85,-3.5499992,-15.268815,13.0,2.0,0.6914093359375001,1.0,REGULAR,USD,P,95.9785309206566,21.487457846674403,15.363999999999995,9.24054215332559
89,AAPL240802P00245000,2024-07-31 19:18:49+00:00,245.0,22.65,22.5,23.5,-4.6499996,-17.032967,4.0,0.0,0.52539537109375,1.0,REGULAR,USD,P,96.6867608158884,24.3422584556154,17.663999999999994,10.985741544384588
90,AAPL240802P00247500,2024-07-24 15:04:21+00:00,247.5,28.6,25.0,25.95,0.0,0.0,5.0,0.0,0.5429733203125001,1.0,REGULAR,USD,P,97.6035012104284,29.931203421869526,20.789999999999992,11.648796578130456
91,AAPL240802P00250000,2024-07-30 14:33:13+00:00,250.0,27.5,27.5,28.45,-3.4400005,-11.118296,3.0,0.0,0.5839885351562499,1.0,REGULAR,USD,P,92.50748438595122,31.801248457686,23.18999999999999,14.578751542313983
92,AAPL240802P00252500,2024-07-24 15:04:21+00:00,252.5,33.59,30.0,30.95,0.0,0.0,5.0,0.0,0.6250037500000001,1.0,REGULAR,USD,P,94.28617896255204,36.07022665848817,26.407999999999994,16.74577334151182
93,AAPL240802P00255000,2024-07-30 13:30:13+00:00,255.0,36.0,32.5,33.45,0.0,0.0,2.0,0.0,0.6679720703125002,1.0,REGULAR,USD,P,94.81114333639698,39.07308288108081,29.667999999999996,20.262917118919184
94,AAPL240802P00257500,2024-07-25 19:36:32+00:00,257.5,38.17,35.0,35.95,0.0,0.0,5.0,0.0,0.7070341796875,1.0,REGULAR,USD,P,95.23560487500211,41.03890171708847,32.77199999999999,24.50509828291151
95,AAPL240802P00260000,2024-07-29 14:04:12+00:00,260.0,41.44,37.5,38.45,0.0,0.0,2.0,0.0,0.7460962890625,1.0,REGULAR,USD,P,95.79396256962882,44.72861438125995,35.33999999999999,25.951385618740026
96,AAPL240802P00265000,2024-07-29 16:48:46+00:00,265.0,46.3,42.5,43.45,0.0,0.0,2.0,0.0,0.8242205078124999,1.0,REGULAR,USD,P,96.45830126613266,47.96117825122606,39.09999999999999,30.238821748773915
97,AAPL240802P00270000,2024-07-25 19:36:33+00:00,270.0,50.67,47.5,48.4,0.0,0.0,1.0,0.0,0.8398453515625,1.0,REGULAR,USD,P,96.9281389389614,53.22338511495707,42.515999999999984,31.808614885042903
98,MSFT240802C00230000,2024-07-30 16:13:39+00:00,230.0,191.0,187.9,188.95,0.0,0.0,6.0,4.0,2.4531288671875,1.0,REGULAR,USD,C,99.45024067046451,191.3068319692157,73.51599999999999,-44.2748319692157
99,MSFT240802C00260000,2024-07-22 14:30:35+00:00,260.0,183.6,157.55,159.85,0.0,0.0,,2.0,2.3867227832031244,1.0,REGULAR,USD,C,95.01985754436538,241.1155963867808,102.60199999999998,-35.91159638678084
100,MSFT240802C00270000,2024-07-09 14:26:04+00:00,270.0,195.5,147.55,150.2,0.0,0.0,,1.0,2.3525431811523427,1.0,REGULAR,USD,C,95.37655580450809,272.3380711180032,133.414,-5.5100711180031965
101,MSFT240802C00280000,2024-07-24 16:59:35+00:00,280.0,150.49,137.8,139.2,0.0,0.0,1.0,1.0,1.8359383203124997,1.0,REGULAR,USD,C,73.83533894117268,262.5349681159507,154.252,45.96903188404933
102,MSFT240802C00290000,2024-07-18 19:48:51+00:00,290.0,151.25,126.65,129.2,0.0,0.0,2.0,1.0,2.178715490722656,1.0,REGULAR,USD,C,73.94235599896533,213.48848547756052,174.368,135.24751452243947
103,MSFT240802C00295000,2024-07-24 13:36:07+00:00,295.0,144.2,121.65,124.2,0.0,0.0,1.0,1.0,2.090825085449218,1.0,REGULAR,USD,C,71.0396765566994,206.07820603795426,165.00799999999998,123.9377939620457
104,MSFT240802C00300000,2024-07-31 14:27:13+00:00,300.0,118.5,117.85,119.0,-3.9000015,-3.1862757,11.0,39.0,1.4296903515625,1.0,REGULAR,USD,C,61.5535751064742,201.61204159276036,151.988,102.36395840723965
105,MSFT240802C00305000,2024-07-25 14:53:24+00:00,305.0,119.62,112.6,114.2,0.0,0.0,1.0,1.0,1.3046909765624997,1.0,REGULAR,USD,C,61.79301644064282,166.2197578880138,136.81199999999998,107.40424211198618
106,MSFT240802C00310000,2024-07-31 15:39:50+00:00,310.0,107.5,107.85,109.0,-26.36,-19.692215,1.0,1.0,1.3007847460937496,1.0,REGULAR,USD,C,57.61160936065376,161.48257880944152,128.214,94.94542119055848
107,MSFT240802C00315000,2024-07-25 19:58:27+00:00,315.0,104.24,102.6,104.2,0.0,0.0,5.0,5.0,1.18359783203125,1.0,REGULAR,USD,C,56.50406179679287,146.89196125353516,118.81199999999998,90.73203874646481
108,MSFT240802C00320000,2024-07-29 16:25:46+00:00,320.0,98.4,97.6,99.2,-10.699997,-9.807514,1.0,13.0,1.125004375,1.0,REGULAR,USD,C,54.48338707802331,126.10013618620712,109.652,93.20386381379288
109,MSFT240802C00325000,2024-07-30 13:38:11+00:00,325.0,102.5,91.6,94.2,0.0,0.0,1.0,8.0,1.5883809643554683,1.0,REGULAR,USD,C,55.68166046263712,120.86978013426535,106.452,92.03421986573464
110,MSFT240802C00330000,2024-07-31 14:48:39+00:00,330.0,86.88,87.65,90.7,-11.150002,-11.37407,2.0,19.0,1.4990259423828123,1.0,REGULAR,USD,C,50.253709028699454,114.19038288721168,99.904,85.61761711278831
111,MSFT240802C00335000,2024-07-30 15:36:54+00:00,335.0,85.85,82.65,85.05,0.0,0.0,2.0,2.0,1.2968785156249998,1.0,REGULAR,USD,C,49.90821804518444,111.09681211636642,95.574,80.05118788363357
112,MSFT240802C00340000,2024-07-31 18:38:12+00:00,340.0,78.4,77.6,80.65,-6.959999,-8.153701,20.0,96.0,1.3247104077148437,1.0,REGULAR,USD,C,47.37140426908895,108.01287865579869,90.40599999999999,72.7991213442013
113,MSFT240802C00345000,2024-07-30 19:04:24+00:00,345.0,75.8,72.6,75.05,0.0,0.0,46.0,36.0,1.1401410180664064,1.0,REGULAR,USD,C,46.483397762248956,104.53608139392486,85.886,67.23591860607513
114,MSFT240802C00350000,2024-07-26 18:31:59+00:00,350.0,63.81,66.7,70.55,-12.6799965,-16.577326,5.0,20.0,0.975586181640625,1.0,REGULAR,USD,C,42.524538885396076,94.80269255195141,78.148,61.49330744804858
115,MSFT240802C00355000,2024-07-31 16:04:58+00:00,355.0,61.05,62.6,64.05,-30.02,-32.963654,6.0,17.0,1.0712937060546879,1.0,REGULAR,USD,C,41.64528841133302,91.51584968105719,72.982,54.44815031894281
